Branch,0,1
Stories - Bir Hasan,0.20386057383499148,0.1454370256458675
Stories Ain El Mreisseh,0.17505589026176666,0.19486370925144433
Stories Airport,0.19780810963586082,0.1582035291159482
Stories Antelias,0.28336459298859745,0.05017636801742075
Stories Batroun,0.17946412456640645,0.19184590897748774
Stories Bayada,0.2160944956570016,0.1046081637819844
Stories Centro Mall,0.23392306100573995,0.12238660409252362
Stories Event Starco,0.05976239177979996,0.45061168577321525
Stories Faqra,0.3084036628264066,0.052609351510135696
Stories Khaldeh,0.1820141167226486,0.1841743394521347
Stories LAU,0.32210730362289297,0.0
Stories Le Mall,0.3076269213232787,0.003051670748895327
Stories Mansourieh,0.2708248704628689,0.03384955476273518
Stories Ramlet El Bayda,0.1602157588087254,0.17512902600482097
Stories Saida,0.2560580592058868,0.076984465814309
Stories Sour 2,0.27520393461722664,0.03779931932585885
Stories Verdun,0.29864954489330947,0.07163253712551297
Stories Zalka,0.21548225484936884,0.10663317033391938
Stories alay,0.20039953662741475,0.1632106690624001
Stories amioun,0.1376679084546279,0.2236063965011561
Stories jbeil,0.1986806408200548,0.12700615259992923
Stories kaslik,0.18621887539791085,0.1702271297893368
Stories raouche,0.1381272313846202,0.2861481479746276
Stories sin el fil,0.14703355095808915,0.180525435485484
Stories.,0.2910135601320672,0.027122835749706847
