revshare_group__ADD ONS,revshare_group__ADD SYRUP,revshare_group__BEANS,revshare_group__BLACK COFFEE,revshare_group__BLENDED BRINKS,revshare_group__CINNAMONS,revshare_group__COFFEE PASTRY,revshare_group__COMBO TOPPINGS,revshare_group__COOKIES,revshare_group__CROISSANT,revshare_group__DONUTS,revshare_group__FRENCH PASTRY,revshare_group__FROZEN YOGHURT,revshare_group__FRUITS,revshare_group__HEALTHY SECTION,revshare_group__ICE TEA,revshare_group__LUXURY TOPPINGS,revshare_group__MIXED COLD BEVERAGES,revshare_group__MIXED HOT BEVERAGE,revshare_group__NOT USED,revshare_group__OFFER,revshare_group__PACKAGED DESSERT,revshare_group__PACKAGED FOOD,revshare_group__PACKAGING,revshare_group__PIZZA,revshare_group__PLAT DU JOUR,revshare_group__POP UP BEVERAGE,revshare_group__REPLACE,revshare_group__SALADS,revshare_group__SALADS BAR,revshare_group__SOFT DRINKS,revshare_group__SPECIALTY YOGHURT,revshare_group__SUB SANDWICHES,revshare_group__TEA,revshare_group__TOPPINGS,revshare_group__WRAP
0.0,0.08561932288791417,0.0008731202526085378,0.05751580503563831,0.2159169046023324,0.0029839569365899613,0.026096064585331497,0.0,0.013059721829117936,0.029023481300489713,0.005739753782096961,0.0,0.757348490838717,0.0,0.0,0.0,0.045835911182911186,0.4444434916727722,0.4325068803866061,0.0,0.0,0.0,0.00729723397693644,0.0,0.0,0.0,0.0,0.04385426969244946,0.0,0.0,0.0,0.0,0.0,0.0,0.027301486985793873,0.0
0.0,0.027112785703605063,0.0,0.2197899052546985,0.19812947699651448,0.0,0.06382491761119188,0.0,0.000190975306004381,0.002829858109373288,0.0,0.027524736831766667,0.2396746141305005,0.0,0.0005377449338005605,0.0011307483246584123,0.0,0.20586152678393035,0.5576753943553394,0.0,0.0,0.03181242784572927,0.007429049788320439,0.0,0.00011192699471479527,0.0,0.0,0.006165789605285208,0.0,4.9260397277031096e-05,0.1660128490972898,0.0,0.0,0.0058678750510461454,0.003940470984489098,6.739700901680238e-05
1.0036024407740774e-05,0.032241599737913636,0.0,0.05742912339839448,0.772052807023693,0.06602671971153877,0.16464441466995922,0.0,0.023562575573660434,0.016528264352997295,0.006923548729875489,0.07551023152921386,0.103793963000033,0.0,0.0,0.03903800643680136,0.0018350317673652007,0.2167794423432291,0.0026544097523605132,0.0,0.0,0.0,0.005878240384095849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015819818206218982,0.0,0.0,0.0,0.010409651610246458,0.0
0.013072536482702717,0.0,0.0021886070939099024,0.0,0.06843128034364876,0.0005632622352622754,0.06352322425418978,0.0,0.008510546637751495,0.05082606430651783,0.0,0.056595925670971055,0.7327776746304223,0.0,0.039658169735810926,0.0,0.02838520779259838,0.16003347795187328,0.0,0.0,0.0,0.01091807132820209,0.017027904646478128,0.0,0.008160948534215442,0.0,0.0,0.003117045411358466,0.05993356195039382,0.0,0.16432524294259285,0.0,0.5426048755059019,0.02435913820746635,0.006771350462471764,0.004914127493083421
0.00462707139044755,0.028471327160550258,0.0008397702038067395,0.050173668822444284,0.04895379022384052,0.07054023679498186,0.0,0.0,0.01031412280882423,0.0,0.0,0.012092826038324499,0.018304775103699218,0.0,0.0,0.01351312672291675,0.0032236960983609286,0.400455577931415,0.12095273333584525,0.012739740145369069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008315447978141283,0.0010379223006875568,0.0,0.12257262526683615,0.0007683355241037244,0.0,0.0,0.0,0.0
0.0,0.0,0.005448703705168816,0.9953194965429291,0.10386372656211368,0.0,0.21576941606397976,0.0,0.004592334401509612,0.2534746828353358,0.0,0.1682634861429991,0.33909254534514344,0.06147381360088544,0.0,0.021304985768210546,0.0,0.8253821815237257,0.3094901890274645,0.0,0.0,0.0,0.028125022958275528,0.0,0.0,0.0,0.0,0.13569899658526247,0.0,0.007096798498304918,0.02363932236908168,0.0,0.0,0.16811795145802774,0.0,0.0
0.0,0.0666413646463123,0.020107979978602083,0.0,0.0007408728645412251,1.6697637630050064,1.2705505015105714,0.0,0.1870850077677554,0.4352970104677236,0.0,0.3637623518880738,0.0,0.0,0.0,0.06978316331909903,0.0,0.0,3.3994728071629843,0.0,0.021199999094769155,0.17154654029599148,0.1021657906561598,0.0,0.0,0.0,0.0,0.021786252198959244,0.20084960279985176,0.0,0.0,0.0,0.0,0.18646342529659135,0.0,0.0
0.020451859817886383,0.03390204001374853,0.003511652422036259,0.1951768787921758,0.0,0.07863191598649359,0.162406920478303,0.0,0.046366992118118865,0.08232912370201766,0.0,0.07325722840016495,0.07927728490562444,0.026525719897059943,0.0,0.019777364223033857,0.02299722023974587,0.0,0.1802482532973506,0.0,0.0,0.024184339352304633,0.04052613565741754,0.0,0.0,0.08643427148316188,0.0,0.04630263304000147,0.0,0.2811012732331893,0.08883972511741939,0.0,0.51396801175558,0.0723221584436991,0.010735226127628556,0.0
0.0,0.0,0.0,0.0036168134806012927,0.07040192530550456,0.0755204305784947,0.022769563451534594,0.0,0.0,0.0,0.005429239887762802,0.004457539202875783,0.5338670110034792,0.0,0.0,0.00030021317338672714,0.017310113581028137,0.08285878326616097,0.0,0.035997938376580864,0.00042642340168314155,0.0,0.0021383452722231744,0.0,0.0,0.0,0.0,0.0,0.0,0.0014983407269396937,0.08572464347429268,0.0010014750333618668,0.0,0.0,0.009316249858818113,0.0
0.02475069738612713,0.1278993907291129,0.004902952994142094,0.5009170161964406,0.2290461765014256,0.00986935936760966,0.019130321024241233,0.0,0.011412927643512417,0.0,0.052144116234566114,0.04860653342637484,0.0,0.0405808042721367,0.0,0.0,0.040613250583676534,0.048020820872009894,0.8284238861157364,0.21045158877942644,0.0,0.0,0.02036455077132632,0.0,0.0,0.011465534045681524,0.0,0.025377726121276298,0.042953898228638605,0.0,0.0,0.0,0.370814397491997,0.05259265621107645,0.020657858556327676,0.0
